,userId,movieId,rating,timestamp
1669,17,47,4.0,1307262715
1670,17,50,4.5,1305697013
1672,17,111,4.0,1326943208
1690,17,904,4.0,1307262274
1772,18,1,3.5,1455209816
1773,18,2,3.0,1455617462
1774,18,6,4.0,1460138360
1775,18,16,4.5,1461311583
1776,18,32,4.0,1455209840
1777,18,34,2.5,1455617533
1778,18,36,4.0,1455617478
1779,18,47,4.5,1455050013
1780,18,50,5.0,1455049343
1781,18,70,3.5,1455735732
1784,18,111,4.0,1458516249
1811,18,457,3.5,1477432493
1825,18,595,3.0,1455209900
1831,18,745,4.0,1460242118
1837,18,904,4.5,1455050080
1839,18,913,4.0,1517525849
1862,18,1212,4.5,1455059742
1947,18,3081,4.0,1455231488
2274,19,1,4.0,965705637
2275,19,2,3.0,965704331
2276,19,3,3.0,965707636
2277,19,7,2.0,965706657
2278,19,10,2.0,965709556
2279,19,12,1.0,965705347
2280,19,13,3.0,965709102
2281,19,15,2.0,965710039
2282,19,19,2.0,965708339
2283,19,32,4.0,965703646
2284,19,34,4.0,965705661
2285,19,44,3.0,965710019
2286,19,47,3.0,965710720
2287,19,48,1.0,965709172
2288,19,54,2.0,965702660
2291,19,70,2.0,965704974
2292,19,87,2.0,965708059
2296,19,107,2.0,965706886
2308,19,196,2.0,965703915
2327,19,328,2.0,965705076
2330,19,332,2.0,965703973
2353,19,407,3.0,965705059
2357,19,422,3.0,965711481
2368,19,457,4.0,965710781
2376,19,490,2.0,965711106
2380,19,512,2.0,965703885
2385,19,540,1.0,965711928
2390,19,551,5.0,965706163
2399,19,606,2.0,965705362
2421,19,745,4.0,965708982
2441,19,880,2.0,965711873
2444,19,904,5.0,965712377
2448,19,913,5.0,965712238
2452,19,930,3.0,965710781
2453,19,931,4.0,965710914
2511,19,1339,2.0,965705040
2576,19,1658,5.0,965711769
2594,19,1779,2.0,965711481
2698,19,2206,3.0,965711039
2853,19,3081,3.0,965703033
2888,19,3355,2.0,965703061
2952,19,3706,3.0,965711128
2977,20,2,3.0,1054038313
2978,20,8,1.0,1054038422
2979,20,13,4.0,1054038425
2980,20,34,4.0,1054038093
2981,20,48,5.0,1054038357
2982,20,107,3.5,1054038320
2984,20,239,4.5,1054038398
2985,20,262,4.5,1054038142
2990,20,551,5.0,1054038128
2993,20,594,5.0,1054038083
2994,20,595,5.0,1054038060
2995,20,596,4.5,1054038175
3019,20,1035,4.5,1054147359
3080,20,2941,4.0,1054147411
3219,21,1,3.5,1407618878
3220,21,2,3.5,1419795031
3221,21,10,5.0,1403459783
3222,21,19,2.5,1419795052
3223,21,38,2.5,1419795113
3224,21,44,1.0,1376822969
3225,21,48,3.0,1376822924
3241,21,551,0.5,1418063134
3251,21,745,3.0,1412968166
3662,22,107,4.5,1268330607
3781,23,6,4.0,1107342267
3782,23,29,4.0,1107341574
3783,23,32,3.5,1107341750
3784,23,50,4.0,1107163741
3796,23,741,4.0,1107341586
3801,23,904,3.5,1107164418
3803,23,913,4.0,1107164441
3813,23,1199,4.0,1107341582
3818,23,1212,5.0,1107162640
3902,24,6,4.5,1458941767
3903,24,32,3.5,1458942033
3904,24,50,4.0,1458942023
3911,24,457,3.5,1458941545
4038,26,10,3.0,836950403
4039,26,34,3.0,836950483
4040,26,47,4.0,836950431
4056,26,457,4.0,836950379
4059,27,1,3.0,962685262
4060,27,2,4.0,962685711
4061,27,34,5.0,962685351
4062,27,48,4.0,962685318
4063,27,60,3.0,962685387
4065,27,126,2.0,962685762
4077,27,595,4.0,962685262
4082,27,745,5.0,962686299
4089,27,913,4.0,965151031
4098,27,1035,5.0,965149533
4151,27,2311,2.0,965151086
4170,27,3037,4.0,965150115
4194,28,6,3.5,1234570483
4195,28,16,2.5,1234570375
4196,28,21,3.0,1242290535
4197,28,23,1.5,1242290862
4198,28,31,2.5,1234334920
4199,28,32,3.5,1234335329
4200,28,47,3.0,1235975946
4201,28,50,3.5,1234337966
4228,28,457,3.0,1234515692
4277,28,1199,2.0,1243837575
4306,28,1459,2.5,1242290702
4708,28,60389,4.0,1234335266
4764,29,50,3.5,1308007653
4775,29,904,4.5,1307945605
4879,31,1,5.0,850466616
4880,31,5,3.0,850466642
4881,31,7,4.0,850466642
4882,31,10,4.0,850467366
4883,31,17,3.0,850466616
4884,31,25,2.0,850466616
4929,32,1,3.0,856736119
4930,32,3,3.0,856736172
4931,32,6,3.0,856736172
4932,32,7,4.0,856736173
4933,32,21,4.0,856737002
4934,32,24,3.0,856737205
4935,32,25,4.0,856736119
4936,32,26,4.0,856736347
4937,32,32,4.0,856736119
4938,32,36,4.0,856736172
4939,32,39,3.0,856737205
4940,32,50,5.0,856737002
4955,32,246,4.0,856737338
5003,32,880,3.0,856736405
5030,32,1459,4.0,856736725
5031,33,1,3.0,939647444
5032,33,7,1.0,939654896
5033,33,11,2.0,939654896
5034,33,17,4.0,939654828
5035,33,21,4.0,939715904
5036,33,25,3.0,939646902
5037,33,28,5.0,939654815
5038,33,32,3.0,939647370
5039,33,34,3.0,939646940
5040,33,36,5.0,939715317
5041,33,39,5.0,939654896
5042,33,43,2.0,939716739
5043,33,50,5.0,939646733
5075,33,457,5.0,939646784
5078,33,490,2.0,939646733
5137,33,1658,2.0,939654815
5187,34,10,5.0,1162048773
5188,34,70,3.5,1162048002
5273,35,11,4.0,830939577
5274,35,21,5.0,830939505
5275,35,39,3.0,830939546
5276,35,50,5.0,830939598
5277,35,60,5.0,830939912
5295,35,595,3.0,830939438
5296,36,25,2.5,1100803583
5302,36,904,3.5,1100803350
5369,37,457,4.0,845239442
5377,38,11,5.0,841341447
5378,38,17,3.0,841341494
5379,38,21,3.0,841341362
5380,38,39,3.0,841341384
5381,38,48,3.0,841341570
5382,38,50,5.0,841341362
5400,38,246,5.0,841341715
5431,38,457,5.0,841341220
5442,38,551,4.0,841341549
5451,38,595,4.0,841341220
5455,39,32,3.0,974787510
5456,39,47,3.0,974789632
5457,39,50,5.0,974788030
5461,39,457,4.0,974789432
5466,39,594,3.0,974788841
5467,39,596,3.0,974788629
5470,39,745,4.0,974788030
5555,40,1,5.0,832058959
5556,40,17,5.0,832059273
5557,40,19,2.0,832059137
5558,40,21,4.0,832059053
5559,40,26,4.0,832059937
5560,40,31,4.0,832059371
5561,40,34,5.0,832059080
5562,40,44,3.0,832059393
5564,40,48,2.0,832059371
5565,40,60,4.0,832059509
5569,40,107,4.0,832059716
5571,40,111,5.0,832059116
5573,40,126,3.0,832060287
5633,40,383,3.0,832060108
5642,40,457,3.0,832059534
5647,40,551,3.0,832059770
5653,40,595,3.0,832058930
5656,40,616,3.0,832059734
5658,41,47,3.5,1458939486
5659,41,50,3.0,1459367479
5660,41,111,2.0,1459367437
5670,41,595,4.0,1459367521
5717,41,3081,3.0,1458938954
5875,42,3,4.0,996221045
5876,42,7,3.0,996220162
5877,42,10,5.0,996215205
5878,42,11,5.0,996219314
5879,42,16,5.0,996218017
5880,42,19,2.0,996256258
5881,42,21,4.0,996219086
5882,42,22,5.0,996219167
5883,42,47,4.0,996218105
5884,42,50,5.0,996217838
5912,42,257,3.0,996215225
5935,42,383,4.0,996221233
5949,42,457,4.0,996216038
5955,42,490,3.0,996220133
5961,42,540,4.0,996256573
5986,42,880,2.0,996256386
6024,42,1339,3.0,996220248
6115,42,2311,4.0,996259554
6315,43,1,5.0,848993983
6316,43,3,5.0,848994405
6317,43,5,5.0,848994281
6318,43,7,5.0,848994392
6319,43,8,5.0,848994814
6320,43,10,4.0,848993747
6321,43,11,4.0,848993928
6322,43,23,5.0,848994451
6323,43,29,5.0,848994937
6324,43,34,5.0,848993816
6325,43,47,4.0,848993793
6326,43,48,5.0,848994152
6328,43,60,5.0,848994424
6332,43,107,5.0,848994703
6354,43,262,5.0,848994574
6391,43,457,5.0,848993662
6409,43,594,5.0,848994152
6410,43,595,5.0,848993693
6411,43,596,5.0,848994332
6415,43,616,5.0,848994349
6429,44,1,3.0,869251860
6430,44,3,3.0,869251910
6431,44,6,3.0,869251910
6432,44,12,1.0,869252043
6433,44,18,4.0,869252115
6434,44,36,4.0,869251910
6436,44,66,3.0,869252563
6477,45,1,4.0,951170182
6478,45,5,3.0,959625102
6479,45,6,4.0,1121724608
6480,45,7,3.0,951170390
6481,45,11,3.0,951170225
6482,45,19,4.5,1091306129
6483,45,21,4.0,1091306011
6484,45,32,4.5,1121724503
6485,45,39,3.0,951170338
6486,45,50,5.0,951756750
6490,45,70,4.0,951170563
6493,45,107,4.0,950726248
6530,45,457,4.0,950726408
6539,45,551,3.0,950726215
6548,45,594,4.0,950726215
6549,45,595,5.0,950726248
6576,45,1035,5.0,1034343805
6692,45,2311,4.0,950740918
6876,46,1,5.0,834787906
6877,46,10,3.0,834787826
6878,46,32,4.0,834788094
6879,46,39,3.0,834788093
6880,46,50,5.0,834788094
6882,46,111,4.0,834788094
6912,46,457,5.0,834787967
6917,46,595,5.0,834787757
6918,47,31,3.0,1496205717
6919,47,47,3.0,1496209354
7058,48,48,4.0,1127128718
7112,50,1,3.0,1514238116
7113,50,32,3.0,1523740563
7114,50,111,4.0,1534178790
7121,50,596,2.0,1514238575
7123,50,741,3.5,1515105957
7143,50,1199,4.0,1527799718
7422,51,2,4.5,1230932741
7423,51,3,4.0,1230932736
7424,51,7,4.0,1230932700
7425,51,36,3.0,1230929322
7427,51,70,5.0,1230932691
7430,51,111,5.0,1230929314
7433,51,177,4.0,1230930634
7447,51,383,3.0,1230930616
7460,51,551,5.0,1230932599
7466,51,616,4.0,1230932567
7609,51,2661,3.0,1230932166
7698,51,4496,3.5,1230931991
7917,53,880,5.0,1237748077
7931,54,1,3.0,830247330
7932,54,17,3.0,830248246
7933,54,21,3.0,839921390
7934,54,32,3.0,830247417
7935,54,47,3.0,839921084
7936,54,50,3.0,830248246
7952,54,457,3.0,839920981
7962,54,595,3.0,830247389
7989,56,10,4.0,835799162
7990,56,11,4.0,835799366
7991,56,19,5.0,835799219
7992,56,39,4.0,835799274
7993,56,47,5.0,835799219
8002,56,196,3.0,835799366
8027,56,457,4.0,835799162
8035,57,1,5.0,965796031
8036,57,6,3.0,972173446
8037,57,10,3.0,965798286
8038,57,11,3.0,965797264
8039,57,21,3.0,965796969
8040,57,32,4.0,965798685
8041,57,39,3.0,965796392
8042,57,50,5.0,965796686
8046,57,70,1.0,965797305
8050,57,107,3.0,965797786
8059,57,162,4.0,972172280
8093,57,457,5.0,965796698
8110,57,551,4.0,969753400
8119,57,594,4.0,965796004
8120,57,595,5.0,965796080
8121,57,596,4.0,965796004
8135,57,745,4.0,965796004
8152,57,880,3.0,965799044
8157,57,904,5.0,965795803
8161,57,913,5.0,965795851
8208,57,1212,5.0,965796633
8363,57,2311,4.0,965798823
8419,57,2921,5.0,965798591
8422,57,2941,3.0,965799554
8443,57,3081,4.0,972174580
8509,57,3937,2.0,969752936
8511,58,3,3.0,847719397
8512,58,5,4.0,847719151
8513,58,7,5.0,847719397
8514,58,19,1.0,847718718
8515,58,21,4.0,847718718
8516,58,22,3.0,847719108
8517,58,31,4.0,847719088
8518,58,32,5.0,847718745
8519,58,36,4.0,847718991
8520,58,39,5.0,847718745
8521,58,44,2.0,847718960
8522,58,47,5.0,847718657
8523,58,48,3.0,847719035
8524,58,50,5.0,847718718
8536,58,196,2.0,847718894
8590,58,457,5.0,847718433
8603,58,540,3.0,847719271
8605,58,551,5.0,847718937
8613,58,594,5.0,847719035
8614,58,595,5.0,847718461
8615,58,596,4.0,847719271
8617,58,616,4.0,847719271
8623,59,10,3.0,953609378
8624,59,41,5.0,953609923
8627,59,111,5.0,953608356
8645,59,904,5.0,953610229
8648,59,913,5.0,953609637
8664,59,1212,5.0,953610203
8730,60,48,3.0,1393541734
8731,60,50,3.0,1393542060
8732,60,60,3.0,1393541955
8752,61,16,4.0,1145531659
8753,61,32,4.5,1145532647
8754,61,50,4.5,1145532639
8791,62,2,4.0,1528843890
8792,62,6,4.5,1522190219
8793,62,47,4.5,1521489234
9157,63,1,5.0,1443199669
9158,63,10,3.0,1443201199
9159,63,32,3.0,1443199999
9160,63,34,3.0,1443201169
9161,63,47,4.0,1443201084
9162,63,50,5.0,1443199758
9164,63,111,3.0,1443199818
9188,63,595,3.0,1443201091
9191,63,745,5.0,1443348399
9196,63,913,4.0,1443199803
9287,63,4105,3.0,1443200241
9428,64,1,4.0,1161520134
9429,64,3,3.5,1161519668
9430,64,6,4.5,1161520752
9431,64,16,5.0,1161528794
9432,64,19,3.5,1161521687
9433,64,22,3.5,1161559916
9434,64,25,3.5,1161521571
9435,64,32,4.0,1161520763
9436,64,34,4.5,1161520212
9437,64,36,4.0,1161521343
9438,64,39,4.0,1161520967
9440,64,47,4.5,1161520185
9441,64,48,3.0,1161529467
9442,64,50,3.0,1161528982
9443,64,70,4.0,1161559767
9446,64,111,4.0,1161521289
9501,64,595,3.5,1161520447
9502,64,596,4.0,1161559642
9574,64,1339,3.5,1161565604
9729,64,3354,0.5,1161565846
9770,64,4105,3.0,1161566128
9979,66,1,4.0,1104643957
9980,66,5,4.0,1113190367
9981,66,18,4.0,1113190353
9982,66,19,3.0,1093143913
9983,66,21,4.0,1113190363
9984,66,29,4.5,1099187646
9985,66,32,5.0,1093747471
9986,66,47,5.0,1093747353
9987,66,50,4.0,1104644110
9989,66,111,4.5,1099187536
10010,66,457,3.0,1093747700
10019,66,551,3.5,1093747809
10150,66,2401,4.0,1093748010
10182,66,3037,5.0,1104645039
10188,66,3074,5.0,1113190683
10201,66,3355,3.5,1113188675
10360,68,1,2.5,1158531426
10361,68,2,2.5,1158532776
10362,68,3,2.0,1158533415
10363,68,5,2.0,1158533624
10364,68,6,4.0,1158532058
10365,68,7,2.0,1230498124
10366,68,10,4.5,1158531612
10367,68,11,4.5,1158531050
10368,68,16,3.5,1158533018
10369,68,17,3.5,1158531987
10370,68,18,2.0,1532897231
10371,68,19,1.5,1158532448
10372,68,25,3.5,1158531974
10373,68,26,3.0,1158534106
10374,68,31,3.5,1158535464
10375,68,34,1.0,1158531735
10376,68,39,4.0,1158532000
10377,68,44,3.0,1158534993
10378,68,47,4.0,1158531489
10379,68,48,4.0,1158533544
10380,68,50,3.0,1158531764
10383,68,70,4.0,1158534541
10452,68,457,4.5,1158531542
10465,68,551,2.0,1158532937
10478,68,594,3.0,1158532827
10479,68,595,4.5,1158531532
10480,68,596,2.0,1158533784
10483,68,616,3.0,1261623742
10527,68,1035,2.0,1158533497
10582,68,1339,2.0,1269121169
10653,68,1779,3.0,1261623451
10845,68,3081,1.5,1158532662
11620,69,50,5.0,1021646926
11666,70,36,5.0,1355198746
11668,70,246,4.5,1355198793
11728,71,1,5.0,864737933
11729,71,7,3.0,864738008
11730,71,17,1.0,864737933
11731,71,24,2.0,864740028
11763,72,32,4.5,1217324825
11764,72,47,4.5,1217324851
11765,72,50,4.5,1217324720
11775,72,457,4.5,1217324789
11808,73,1,4.5,1464196374
12019,74,111,5.0,1207500396
12043,74,1212,5.0,1207501258
12195,75,47,2.0,1158968272
12215,75,1199,2.5,1158967231
12264,76,1,0.5,1439165548
12265,76,47,3.5,1439168120
12266,76,48,0.5,1439168949
12267,76,111,3.0,1439166428
12277,76,551,0.5,1439168886
12284,76,745,1.0,1439168612
12412,78,1,4.0,1252575124
12413,78,20,3.0,1252573422
12414,78,32,3.5,1252575140
12473,79,6,4.0,975282111
12475,79,246,5.0,975281661
12479,79,457,4.0,975281934
12537,80,32,4.0,1377308186
12538,80,50,4.5,1377308037
12704,81,10,1.0,845299756
12705,81,32,5.0,845299983
12706,81,47,3.0,845299983
12725,81,457,4.0,845299563
12730,82,1,2.5,1084467729
12731,82,2,3.0,1084465035
12732,82,6,3.5,1084467865
12733,82,10,3.5,1084467796
12734,82,34,2.0,1084467775
12735,82,47,3.5,1084467783
12745,82,196,3.5,1084465393
12769,82,595,3.0,1084467752
12966,83,595,3.5,1334193300
12974,83,1199,2.5,1333843571
13075,84,4,3.0,858772461
13076,84,5,3.0,857653289
13077,84,6,4.0,857653289
13078,84,7,3.0,857653289
13079,84,10,3.0,860397812
13080,84,11,4.0,858771861
13081,84,14,4.0,857653349
13082,84,17,5.0,857653240
13083,84,21,4.0,858772111
13084,84,25,5.0,860396793
13085,84,31,3.0,860398679
13086,84,34,4.0,858772153
13087,84,36,5.0,857653289
13090,84,50,4.0,857653594
13124,84,246,4.0,857653639
13176,84,457,4.0,857653593
13195,84,551,3.0,858772802
13228,84,900,4.0,860397352
13230,84,904,4.0,858772543
13243,84,931,3.0,860397409
13261,84,1035,5.0,860397090
13368,85,53,5.0,889468268
13402,86,1,4.0,1344082549
13408,86,457,4.0,1344082980
13412,86,595,4.0,1344083094
13472,87,60,3.0,1270702696
13473,87,262,4.0,1270703101
13493,88,16,4.5,1331421395
13494,88,50,5.0,1331421330
13549,89,1,3.0,1520408314
13550,89,11,2.5,1520408449
13556,89,745,3.0,1520408276
13569,89,918,3.0,1520408424
13628,89,3315,4.5,1520409333
13633,89,3604,0.5,1520408880
14067,90,1,3.0,856353996
14068,90,7,4.0,856354037
14069,90,14,5.0,856354100
14070,90,17,5.0,856353996
14071,90,25,5.0,856353996
14072,90,32,4.0,856353996
14073,90,36,4.0,856354037
14077,90,81,3.0,856354174
14080,90,116,5.0,856354268
14091,90,735,4.0,856354329
14108,90,1137,4.0,856354577
14121,91,1,4.0,1112713037
14122,91,2,3.0,1112713392
14123,91,3,3.0,1112712323
14124,91,6,5.0,1112712032
14125,91,10,3.5,1112713269
14126,91,16,4.5,1112710867
14127,91,19,2.0,1112713417
14128,91,21,4.0,1112712052
14129,91,22,3.5,1112712292
14130,91,25,2.0,1112713314
14131,91,29,4.0,1112711719
14132,91,32,4.0,1112711273
14133,91,36,3.0,1112712316
14134,91,39,1.5,1112713319
14135,91,41,4.0,1112716937
14136,91,47,4.5,1112712832
14137,91,50,4.5,1112712816
14144,91,111,4.0,1112713352
14158,91,196,3.0,1112713569
14204,91,457,4.0,1112713197
14221,91,551,5.0,1112711242
14232,91,594,3.0,1112711217
14233,91,595,3.0,1112711215
14235,91,606,4.0,1112717237
14245,91,741,4.5,1112711494
14246,91,745,3.5,1112712296
14259,91,904,2.5,1112713615
14267,91,1035,2.0,1112713738
14287,91,1199,4.0,1112711801
14493,91,3081,5.0,1112711807
14508,91,3354,3.0,1112718010
14560,91,4105,4.0,1112711645
14696,92,107,5.0,1294941385
14720,93,1,3.0,942767337
14721,93,2,5.0,942946208
14722,93,10,4.0,942946208
14723,93,15,4.0,942946091
14724,93,34,5.0,942767143
14725,93,60,4.0,942946445
14782,93,1779,4.0,942946634
14817,94,2,4.0,843406960
14818,94,10,3.0,843406732
14819,94,11,3.0,843406930
14820,94,17,1.0,843406942
14821,94,19,2.0,843406846
14822,94,21,3.0,843406846
14823,94,32,5.0,843406866
14824,94,34,4.0,843406765
14825,94,39,1.0,843406866
14826,94,44,1.0,843406960
14827,94,47,2.0,843406765
14862,94,457,4.0,843406685
14873,95,7,3.0,1043340043
14874,95,18,3.5,1105400752
14875,95,25,5.0,1044744590
14876,95,29,5.0,1043340522
14877,95,32,4.0,1043340522
14878,95,34,4.0,1071803856
14879,95,39,4.0,1043339476
14881,95,162,5.0,1043340311
14891,95,741,5.0,1043340485
14892,95,913,4.0,1043340225
15041,96,1,5.0,964772990
15042,96,34,5.0,964773008
15043,96,50,5.0,964773008
15155,98,1,4.5,1532457849
15161,98,904,5.0,1532458324
15247,99,10,4.0,829827514
15248,99,22,4.0,829828005
15249,99,23,4.0,829828005
15259,99,196,2.0,829828006
15271,99,257,5.0,829828006
15293,99,416,4.0,829828005
15300,100,3,3.5,1100183804
15301,100,11,4.0,1100184041
15302,100,16,4.5,1100185959
15303,100,17,4.5,1100184147
15304,100,19,1.0,1100183757
15305,100,28,4.5,1100184447
15335,100,594,3.0,1100183782
15341,100,900,4.0,1100184329
15351,100,1035,4.0,1100185894
15491,101,3081,4.0,968441198
15509,102,3,5.0,840635033
15510,102,6,3.0,835877535
15511,102,21,3.0,835876107
15512,102,23,3.0,835877570
15513,102,39,3.0,835876151
15514,102,47,5.0,835876045
15550,102,457,4.0,835875992
15555,102,540,1.0,835877588
15565,103,1,4.0,1431954238
15566,103,2,4.0,1431957270
15567,103,5,4.0,1431957598
15568,103,16,5.0,1450982615
15569,103,18,5.0,1431969228
15570,103,19,3.5,1431957278
15571,103,34,4.0,1431957104
15572,103,36,4.0,1431957252
15573,103,48,3.5,1431957563
15574,103,50,4.0,1431955220
15575,103,60,4.0,1431968436
15576,103,70,3.5,1431957632
15577,103,101,4.0,1431969655
15579,103,107,3.5,1431968291
15581,103,111,4.5,1431957192
15602,103,551,4.0,1431957297
15607,103,595,3.0,1431957062
15608,103,596,4.5,1431957572
15610,103,616,3.5,1431968086
15630,103,1035,4.0,1431957547
15733,103,3081,4.0,1431957609
15942,104,2,3.0,1114809641
15943,104,10,3.0,1048595683
15944,104,31,4.0,1049135743
15945,104,39,4.0,1048587379
15946,104,47,0.5,1053336550
15947,104,87,3.0,1048795372
15971,104,594,4.0,1048590891
15972,104,595,5.0,1048589291
15975,104,616,3.0,1048589218
15980,104,745,5.0,1048587333
15988,104,918,3.5,1257078112
15992,104,938,3.0,1161675732
16215,105,6,4.0,1446773632
16216,105,16,4.5,1446749417
16217,105,32,3.5,1446571805
16218,105,47,5.0,1446571714
16219,105,50,5.0,1446571713
16221,105,111,4.5,1446571897
16244,105,904,4.5,1447574553
16261,105,1199,4.0,1447574317
16323,105,3081,4.0,1448196150
16970,107,1,4.0,829322340
16971,107,2,5.0,829322340
16972,107,5,4.0,829322340
16973,107,11,5.0,829322340
16978,107,111,4.0,832003891
17004,108,25,4.0,1042838964
17080,109,6,3.0,841108665
17081,109,11,4.0,841108045
17082,109,14,4.0,841109326
17083,109,16,4.0,841108751
17084,109,18,3.0,841109921
17085,109,21,3.0,841107538
17086,109,25,5.0,841108589
17087,109,31,3.0,841108623
17088,109,32,4.0,841107643
17089,109,34,3.0,841107487
17090,109,36,5.0,841143673
17091,109,39,3.0,841107584
17093,109,47,3.0,841107393
17094,109,50,4.0,841107584
17120,109,246,3.0,841108799
17155,109,383,3.0,841109258
17157,109,422,3.0,841143258
17163,109,457,4.0,841106453
17169,109,490,3.0,841143195
17179,109,540,3.0,841109119
17181,109,551,3.0,841108509
17207,110,47,4.5,1175330162
17209,110,111,4.0,1175330211
17258,111,5,3.5,1517441319
17259,111,16,4.5,1518640768
17260,111,24,2.5,1518640854
17261,111,34,2.5,1516153818
17262,111,39,4.0,1516153474
17263,111,48,3.5,1518640791
17277,111,551,4.0,1518661412
17281,111,595,3.0,1518661479
17904,112,1,3.0,1442535639
17905,112,2,1.5,1513989948
17906,112,6,4.5,1513989933
17907,112,16,4.5,1513990003
17908,112,17,0.5,1513989967
17909,112,19,4.0,1513989970
17910,112,21,2.0,1513989975
17911,112,25,2.5,1513989973
17912,112,32,5.0,1442535842
17913,112,36,0.5,1513989966
17914,112,39,0.5,1513989927
17915,112,47,5.0,1442535846
17916,112,50,5.0,1442535839
17940,112,551,3.5,1513989983
17969,113,11,3.0,980051838
17970,113,25,1.0,980051660
17971,113,39,3.0,980051704
17976,113,111,4.0,980087884
17986,113,490,3.0,980051499
18000,113,904,5.0,980307343
18029,113,1339,4.0,980051961
18033,113,1459,2.0,980307560
18099,113,3706,4.0,980307456
18150,115,21,4.0,970756771
18151,115,32,5.0,958574098
18152,115,34,2.0,957760059
18156,115,196,4.0,957648436
18163,115,383,2.0,944951450
18164,115,457,4.0,970756771
18173,115,594,3.0,944958085
18174,115,595,4.0,948322663
18188,115,1339,2.0,957648380
18236,115,2921,5.0,970838955
18240,115,3037,5.0,970838871
18242,115,3081,3.0,970423896
18249,115,3354,3.0,970838690
18262,116,3,3.5,1337200325
18263,116,47,3.5,1337199584
18274,116,457,3.0,1337199695
18291,116,1035,5.0,1337200404
18307,116,1339,4.0,1337195944
